property_id,url,address,disposition,usable_area,location,available_from,furnishing,monthly_rent,energy_fees,security_deposit,admin_fee
885937,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885937-nabidka-pronajem-bytu-bujnakova-dubravka,"Bujnákova, Dúbravka - Dúbravka, Bratislavský kraj",1-izbový,40 m²,Tichá časť,31. 3. 2025,Vybavené,400,50,550,550
885655,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885655-nabidka-pronajem-bytu-gemerska-bratislava,"Gemerská, Ružinov - Nivy, Bratislavský kraj",2-izbový,57 m²,Tichá časť,1. 4. 2025,Vybavené,705,220,940,940
886146,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/886146-nabidka-pronajem-bytu-tomasikova-nove-mesto,"Tomášikova, Nové Mesto - Pasienky, Bratislavský kraj",2-izbový,56 m²,Rezidencie,28. 3. 2025,Vybavené,550,250,600,600
742795,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/742795-nabidka-pronajem-bytu-dubravka,"Dúbravka - Dúbravka, Bratislavský kraj",2-izbový,64 m²,Tichá časť,1. 5. 2025,Vybavené,600,230,830,600
886109,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/886109-nabidka-pronajem-bytu-kosicka-ruzinov,"Košická, Ružinov - Nivy, Bratislavský kraj",1-izbový,37 m²,Rezidencie,1. 4. 2025,Vybavené,790,150,790,790
884134,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/884134-nabidka-pronajem-bytu-ceskoslovenskych-parasutistov-bratislava,"Československých parašutistov, Nové Mesto - Nové Mesto, Bratislavský kraj",2-izbový,50 m²,Zaneprázdnená časť,11. 3. 2025,Vybavené,650,200,650,650
680802,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/680802-nabidka-pronajem-bytu-hranicna-ruzinov,"Hraničná, Ružinov - Nivy, Bratislavský kraj",2-izbový,48 m²,Tichá časť,1. 4. 2025,Vybavené,630,120,750,630
885983,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885983-nabidka-pronajem-bytu-mlynarovicova-bratislava,"Mlynarovičova, Petržalka - Háje, Bratislavský kraj",2-izbový,52 m²,Tichá časť,26. 3. 2025,Vybavené,600,200,830,830
885829,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885829-nabidka-pronajem-bytu-racianska-bratislava,"Račianska, Nové Mesto - Nové Mesto, Bratislavský kraj",3-izbový,60 m²,Zaneprázdnená časť,1. 5. 2025,Vybavené,790,50,1000,1000
885762,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885762-nabidka-pronajem-bytu-landererova-bratislava-mestska-cast-stare-mesto,"Landererova, Bratislava - mestská časť Staré Mesto - Oblasť Dunajská, Bratislavský kraj",2-izbový,63 m²,Zaneprázdnená časť,25. 3. 2025,Vybavené,940,140,940,940
885748,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885748-nabidka-pronajem-bytu-zavadska-raca,"Závadská, Rača - Centrálna Rača, Bratislavský kraj",3-izbový,75 m²,Rezidencie,24. 3. 2025,Vybavené,899,80,1200,1200
885560,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885560-nabidka-pronajem-bytu-rozvodna-nove-mesto,"Rozvodná, Nové Mesto - Vinohrady, Bratislavský kraj",3-izbový,67 m²,Tichá časť,1. 5. 2025,Vybavené,950,250,1200,950
681059,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/681059-nabidka-pronajem-bytu-dubravka,"Dúbravka - Dúbravka, Bratislavský kraj",2-izbový,48 m²,Tichá časť,1. 2. 2025,Vybavené,600,130,730,600
882252,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/882252-nabidka-pronajem-bytu-skalna-bratislava-mestska-cast-stare-mesto,"Skalná, Bratislava - mestská časť Staré Mesto - Historické jadro, Bratislavský kraj",Garsoniéra,55 m²,Stredisko,17. 3. 2025,Vybavené,640,100,790,790
885471,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885471-nabidka-pronajem-bytu-jungmannova-petrzalka,"Jungmannova, Petržalka - Dvory, Bratislavský kraj",2-izbový,35 m²,Zaneprázdnená časť,1. 5. 2025,Vybavené,555,175,730,555
885306,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885306-nabidka-pronajem-bytu-bajkalska-bratislava,"Bajkalská, Ružinov - Nivy, Bratislavský kraj",2-izbový,65 m²,Rezidencie,20. 3. 2025,Vybavené,700,165,700,700
882154,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/882154-nabidka-pronajem-bytu-stavbarska-bratislava,"Stavbárska, Vrakuňa - Vrakuňa, Bratislavský kraj",Garsoniéra,20 m²,Rezidencie,6. 3. 2025,Čiastočne,300,80,400,400
882139,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/882139-nabidka-pronajem-bytu-racianska-bratislava,"Račianska, Nové Mesto - Nové Mesto, Bratislavský kraj",2-izbový,44 m²,Tichá časť,20. 2. 2025,Vybavené,700,150,800,700
884987,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/884987-nabidka-pronajem-bytu-mileticova-bratislava,"Miletičova, Ružinov - Nivy, Bratislavský kraj",1-izbový,40 m²,Hrana,20. 3. 2025,Vybavené,650,650,650,650
885458,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885458-nabidka-pronajem-bytu-zlta-bratislava,"Žltá, Petržalka - Lúky, Bratislavský kraj",2-izbový,55 m²,Tichá časť,1. 6. 2025,Vybavené,670,230,900,670
885314,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885314-nabidka-pronajem-bytu-hubeneho-bratislava,"Hubeného, Rača - Krasňany, Bratislavský kraj",2-izbový,50 m²,Tichá časť,20. 3. 2025,Vybavené,650,150,1000,650
885280,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885280-nabidka-pronajem-bytu-zuzany-chalupovej-bratislava,"Zuzany Chalupovej, Petržalka - Janíkov Dvor, Bratislavský kraj",2-izbový,54 m²,Zaneprázdnená časť,1. 6. 2025,Vybavené,740,90,1680,1680
885233,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885233-nabidka-pronajem-bytu-hlavacikova-bratislava,"Hlaváčikova, Karlova Ves - Karlova Ves, Bratislavský kraj",3-izbový,70 m²,Tichá časť,1. 4. 2025,Vybavené,700,200,1800,700
881469,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/881469-nabidka-pronajem-bytu-kopcianska-a-bratislava,"Kopčianska a, Petržalka - Kapitulský Dvor, Bratislavský kraj",1+kk,33 m²,Tichá časť,15. 6. 2025,Vybavené,1241,219,737,737
885131,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/885131-nabidka-pronajem-bytu-zdenky-schelingovej-devinska-nova-ves,"Zdenky Schelingovej, Devínska Nová Ves - Devínska Nová Ves, Bratislavský kraj",2-izbový,42 m²,Rezidencie,1. 5. 2025,Vybavené,500,160,680,680
758194,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/758194-nabidka-pronajem-bytu-ruzinov,"Ružinov - Trnávka, Bratislavský kraj",2-izbový,77 m²,Tichá časť,24. 3. 2025,Vybavené,850,100,1000,850
771607,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/771607-nabidka-pronajem-bytu-obchodna-bratislava,"Obchodná, Bratislava - mestská časť Staré Mesto - Oblasť Obchodná, Bratislavský kraj",2-izbový,77 m²,Tichá časť,24. 3. 2025,Vybavené,850,100,1000,850
884905,https://www.bezrealitky.sk/nehnutelnosti-byty-domy/884905-nabidka-pronajem-bytu,"Bratislava - mestská časť Staré Mesto - Oblasť Žilinská, Bratislavský kraj",2-izbový,55 m²,Stredisko,17. 3. 2025,Vybavené,1040,140,2000,1040
